suburb,address,property_type,method,seller,distance,postcode,sale_date,buy_price,bedrooms,bathrooms,carspaces,landsize,year_built,latitude,longitude
Brunswick West,201 Hope St,h,S,Nelson,5.9,3055,2016-04-16,711000,2,1,1,177,1910,-37.7619,144.9412
Brunswick West,7 Zeal St,h,S,Raine,5.9,3055,2016-04-16,910000,2,1,4,576,,-37.7578,144.9439
Brunswick West,194 Dawson St,h,S,Nelson,5.9,3055,2016-07-16,1186000,3,1,3,608,,-37.7694,144.9448
Brunswick West,5/8 Murray St,u,S,Brad,5.9,3055,2016-07-16,500000,2,1,1,,1970,-37.7595,144.9436
Brunswick West,33 Whitby St,h,S,Nelson,5.9,3055,2016-09-17,1005000,2,1,1,284,1926,-37.7646,144.9476
Brunswick West,7/7 Allard St,u,SP,Jellis,5.9,3055,2017-03-18,385000,2,1,1,,1970,-37.7688,144.9421
Brunswick West,5/21 Cumming St,u,S,Collins,5.9,3055,2017-03-18,656000,2,1,1,,,-37.7609,144.9425
Brunswick West,3/546 Moreland Rd,u,S,Ray,5.9,3055,2017-03-18,370000,2,1,1,2120,1960,-37.7524,144.9347
Brunswick West,2/8 Walker St,u,S,Jellis,5.9,3055,2016-06-18,320000,1,1,1,,1970,-37.7661,144.9422
Brunswick West,29 Grantham St,h,S,Nelson,5.9,3055,2016-11-19,988000,4,1,1,384,,-37.7733,144.9491
Brunswick West,3/447 Brunswick Rd,u,S,Nelson,5.9,3055,2016-05-22,400000,2,1,1,,,-37.7752,144.9463
Brunswick West,9/39 Heller St,u,S,hockingstuart/Advantage,5.9,3055,2016-05-22,330000,1,1,1,,1970,-37.7748,144.9483
Brunswick West,542 Albion St,h,PI,Jellis,5.9,3055,2016-08-22,1200000,5,2,3,553,1920,-37.7576,144.9348
Brunswick West,6/86 Heller St,u,SP,Jellis,5.9,3055,2016-08-22,537000,2,1,1,501,1960,-37.7741,144.9449
Brunswick West,7 Morrow St,h,S,Brad,5.9,3055,2016-08-22,910000,3,1,2,717,1950,-37.7525,144.9321
Brunswick West,8/48 Passfield St,u,PI,Walshe,5.9,3055,2016-08-22,285000,1,1,1,,1970,-37.7675,144.939
Brunswick West,9 Peacock St,h,S,Ray,5.9,3055,2016-08-22,921500,4,1,1,575,1930,-37.7575,144.9402
Brunswick West,1 Culloden St,h,S,Brad,5.9,3055,2016-04-23,995000,3,1,2,505,,-37.757,144.9446
Brunswick West,117 Pearson St,h,S,Rendina,5.9,3055,2016-04-23,901000,3,1,4,357,,-37.762,144.9497
Brunswick West,1 Jordan St,h,S,Nelson,5.9,3055,2016-09-24,1315000,2,1,2,554,1930,-37.7715,144.9426
Brunswick West,8/109 Melville Rd,u,VB,Nelson,5.9,3055,2016-09-24,370000,2,1,1,,1970,-37.7606,144.9443
Brunswick West,1/464 Victoria St,t,S,Jellis,5.9,3055,2016-09-24,735000,2,1,2,120,2004,-37.7659,144.9487
Brunswick West,15 Wallace St,h,S,Nelson,5.9,3055,2016-09-24,1000000,4,1,1,589,1935,-37.7628,144.9459
Brunswick West,10/446 Albion St,u,PI,McDonald,5.9,3055,2017-02-25,252000,1,1,1,,1970,-37.7586,144.9433
Brunswick West,871 Park St,h,PI,Jellis,5.9,3055,2017-02-25,1700000,4,2,2,621,1920,-37.7764,144.9479
Brunswick West,12 Hamilton St,h,S,Jellis,5.9,3055,2016-07-26,820000,2,1,1,206,1900,-37.7604,144.9488
Brunswick West,7/5 Allard St,u,VB,Jellis,5.9,3055,2016-06-27,370000,2,1,1,,1970,-37.7686,144.9421
Brunswick West,1/30 McLean St,u,S,Jellis,5.9,3055,2016-06-27,484000,2,1,1,,1950,-37.7543,144.9385
Brunswick West,2/494 Victoria St,t,S,Ray,5.9,3055,2016-06-27,815000,3,1,2,157,1999,-37.7652,144.9454
Brunswick West,487 Brunswick Rd,h,VB,Jellis,5.9,3055,2016-11-27,1150000,3,1,2,726,1950,-37.7747,144.9421
Brunswick West,1/312 Hope St,u,PI,Nelson,5.9,3055,2016-11-27,351000,1,1,1,,,-37.7614,144.9393
Brunswick West,53 Heller St,h,VB,Nelson,5.9,3055,2016-05-28,1150000,4,1,2,519,1910,-37.7747,144.9474
Brunswick West,4/38 Melville Rd,t,S,Nelson,5.9,3055,2016-05-28,598000,2,1,1,69,2009,-37.766,144.9439
Brunswick West,2/530 Victoria St,u,S,Hodges,5.9,3055,2016-05-28,497000,2,1,1,,1977,-37.7647,144.9412
Brunswick West,5/22 Whitby St,u,S,hockingstuart,5.9,3055,2016-05-28,403000,2,1,2,,,-37.7643,144.9477
Brunswick West,1/536 Albion St,h,PI,Jellis,5.9,3055,2016-08-28,440000,2,1,1,,1960,-37.7577,144.9354
Brunswick West,196 Melville Rd,h,S,Nelson,5.9,3055,2016-08-28,816000,2,2,1,343,1930,-37.7552,144.9458
Brunswick West,481 Albion St,h,SP,Gunn&Co,5.9,3055,2016-07-30,1585000,4,1,2,562,1920,-37.7583,144.9428
Brunswick West,16 Bakers Pde,h,PI,Nelson,5.9,3055,2016-07-30,970000,4,3,2,499,1925,-37.7538,144.944
Bulleen,19a Elizabeth St,u,S,Jellis,11.8,3105,2016-09-03,851000,3,1,2,385,2000,-37.7599,145.0849
Bulleen,42 Robert St,h,S,Jellis,11.8,3105,2016-09-03,1300000,4,1,2,717,1960,-37.7608,145.0862
Bulleen,92 Swanston St,h,PI,Barry,11.8,3105,2016-09-03,1110000,4,2,2,562,,-37.7628,145.0994
Bulleen,25 William St,h,S,Jellis,11.8,3105,2016-09-03,1235000,4,2,2,556,1957,-37.7657,145.0957
Bulleen,28 Rocklea Rd,h,S,Jellis,11.8,3105,2016-12-03,1505000,4,3,2,410,2012,-37.7695,145.082
Bulleen,4 Albany Pl,h,SP,Barry,11.8,3105,2017-03-04,1303000,4,2,2,670,1980,-37.7695,145.0869
Bulleen,4 Greenhill Ct,h,S,Barry,11.8,3105,2017-03-04,1336000,5,3,3,736,,-37.7683,145.0881
Bulleen,130 Manningham Rd,h,PI,Barry,11.8,3105,2016-06-04,880000,3,2,2,514,1960,-37.7683,145.0959
Bulleen,40 Riverview Tce,h,S,Barry,11.8,3105,2016-06-04,980000,3,1,1,701,,-37.7729,145.09799999999996
Bulleen,6a Tobruk St,t,PI,Fletchers,11.8,3105,2016-06-04,975000,3,2,2,632,2013,-37.7813,145.102
Bulleen,5 Fuller St,h,S,Jellis,11.8,3105,2016-08-06,1127000,3,1,2,631,,-37.7778,145.0901
Bulleen,13 Montgomery Pl,h,PI,Barry,11.8,3105,2016-08-06,990000,3,2,1,585,1950,-37.7689,145.099
Bulleen,10 Tanami Ct,h,S,Ray,11.8,3105,2016-08-06,1401000,4,2,2,617,,-37.7582,145.0889
Bulleen,28 Dale St,h,S,Barry,11.8,3105,2016-05-07,1340000,3,1,2,775,1965,-37.779,145.101
Bulleen,206 Manningham Rd,h,S,Ray,11.8,3105,2016-05-07,1225000,4,2,2,723,1970,-37.7724,145.1033
Bulleen,9 Albany Pl,h,S,Fletchers,11.8,3105,2016-11-07,1490000,5,3,2,796,1975,-37.7697,145.0871
Bulleen,10a Elizabeth St,t,SP,Jellis,11.8,3105,2016-10-08,1250000,3,2,2,315,1960,-37.7607,145.0853
Bulleen,49 Furneaux Gr,h,S,Jellis,11.8,3105,2016-10-08,1002000,4,1,2,650,,-37.778,145.0913
Bulleen,47 Sheahans Rd,h,S,Barry,11.8,3105,2016-09-10,1260000,4,2,2,730,1971,-37.7606,145.0932
Bulleen,38 Balwyn Rd,h,S,Barry,11.8,3105,2016-12-10,905000,3,3,2,401,1965,-37.7733,145.0901
Bulleen,11 Carrathool St,h,S,Barry,11.8,3105,2016-12-10,1400000,3,1,3,770,,-37.7644,145.0886
Bulleen,135 Manningham Rd,h,PI,Barry,11.8,3105,2016-12-10,1085000,4,2,1,1124,1960,-37.7679,145.0958
Bulleen,24 Robert St,h,SP,Jellis,11.8,3105,2016-12-10,1300000,4,3,1,604,,-37.7621,145.086
Bulleen,1/15 Estelle St,u,S,Barry,11.8,3105,2017-02-11,787000,3,1,2,306,1985,-37.7792,145.0903
Bulleen,19 Warringal St,h,S,Barry,11.8,3105,2017-03-11,1280000,4,1,2,732,,-37.7615,145.0897
Bulleen,14 Kandanga Gr,h,S,Jellis,11.8,3105,2016-11-12,1075000,3,1,1,604,1960,-37.7711,145.0928
Bulleen,153 Thompsons Rd,h,S,Fletchers,11.8,3105,2016-11-12,890000,2,1,2,559,,-37.7739,145.094
Bulleen,38 Rocklea Rd,h,PI,Jellis,11.8,3105,2016-05-14,1320000,4,3,2,411,1970,-37.7698,145.083
Bulleen,23 Bourke St,h,SP,Barry,11.8,3105,2016-10-15,1302000,4,2,2,475,1996,-37.765,145.0933
Bulleen,8 Vera St,h,PI,Fletchers,11.8,3105,2016-10-15,1050000,3,2,1,728,1965,-37.7765,145.1031
Bulleen,71 Summit Dr,h,VB,hockingstuart,11.8,3105,2016-04-16,1000000,4,2,3,672,1970,-37.7689,145.0895
Bulleen,7 Kampman St,h,S,McGrath,11.8,3105,2017-03-18,1300000,4,2,2,744,1985,-37.7791,145.086
Bulleen,63 Thompsons Rd,h,S,Barry,11.8,3105,2017-03-18,1250000,4,2,2,732,,-37.7771,145.0855
Bulleen,28 Kenneth St,h,S,Barry,11.8,3105,2016-06-18,976000,4,1,1,701,,-37.7786,145.0945
Bulleen,15 Riverview Tce,h,S,Fletchers,11.8,3105,2016-06-18,980000,2,1,1,551,,-37.7739,145.0962
Bulleen,1/7 Westwood Dr,u,S,Barry,11.8,3105,2016-11-19,812500,3,1,1,421,,-37.7798,145.1023
Bulleen,14 Collins St,h,PI,Barry,11.8,3105,2016-08-22,990000,3,1,2,602,1975,-37.7674,145.0988
Bulleen,4 Graeme Ct,h,PI,Fletchers,11.8,3105,2016-04-23,1244000,4,2,2,530,,-37.7735,145.088
Bulleen,19 Barak St,h,PI,Barry,11.8,3105,2016-09-24,1100000,4,2,2,693,1975,-37.7743,145.0863
Bulleen,13 Birrarrung Ct,h,VB,Barry,11.8,3105,2016-09-24,1475000,4,2,2,617,1998,-37.7569,145.0913
Bulleen,42 Gisborne St,h,S,hockingstuart,11.8,3105,2016-09-24,1140000,4,2,3,554,,-37.7624,145.0961
Bulleen,43 Helene St,h,S,Philip,11.8,3105,2017-02-25,833000,2,1,0,359,,-37.7609,145.0869
Bulleen,28 Flinders St,h,S,Barry,11.8,3105,2016-07-26,903000,2,1,1,591,1965,-37.7679,145.0978
Bulleen,1 Fuller St,h,S,Jellis,11.8,3105,2016-05-28,1351000,4,2,2,740,,-37.7781,145.0901
Bulleen,13 Hillside Rd,h,S,Jellis,11.8,3105,2016-05-28,1060000,2,1,2,609,,-37.7762,145.0958
Bulleen,17 Kathleen Gr,h,S,Jellis,11.8,3105,2016-05-28,1063000,3,1,2,602,,-37.7712,145.097
Burwood,15 Loudon Rd,h,S,Jellis,11.7,3125,2016-09-03,1590000,5,3,2,661,1940,-37.848,145.09799999999996
Burwood,4 Bennett St,h,S,Fletchers,11.7,3125,2016-12-03,1390000,3,1,2,697,,-37.851,145.1169
Burwood,7 Keogh St,h,SA,Stockdale,11.7,3125,2016-12-03,1300000,3,1,2,773,1960,-37.8562,145.1104
Burwood,35 McCubbin St,h,S,Ray,11.7,3125,2016-12-03,1890000,4,2,2,1145,1960,-37.8538,145.127
Burwood,2/32 McIntyre St,u,S,Ray,11.7,3125,2016-12-03,1022500,3,2,2,265,2000,-37.8516,145.1056
Burwood,1 Webb St,h,VB,Fletchers,11.7,3125,2016-12-03,1250000,3,1,1,662,,-37.8561,145.1054
Burwood,163 Highbury Rd,h,S,Buxton,11.7,3125,2016-02-04,1151000,3,1,1,695,,-37.8551,145.1121
Burwood,30 Station St,h,S,Buxton,11.7,3125,2016-02-04,1755000,3,1,1,931,1970,-37.854,145.1195
Burwood,1/109 Station St,u,PI,Ray,11.7,3125,2017-03-04,686000,3,1,2,273,1980,-37.8473,145.1203
Burwood,2 Elgar Rd,h,S,Marshall,11.7,3125,2016-06-04,1300000,3,1,1,667,1950,-37.8489,145.1093
Burwood,48 Station St,h,S,Greg,11.7,3125,2016-06-04,1160000,3,1,1,786,1950,-37.8525,145.1198
Burwood,7 Wattlebird Ct,h,S,Fletchers,11.7,3125,2016-05-07,2000000,4,3,2,928,1996,-37.842,145.102
Burwood,1/14 Corrigan St,h,S,Fletchers,11.7,3125,2016-11-07,790000,3,1,2,318,1960,-37.8544,145.1114
Burwood,25 Greenwood St,h,S,Jellis,11.7,3125,2016-10-08,1682000,4,2,1,921,1950,-37.8494,145.1291
Burwood,14/1 Conservatory Dr,u,PI,Jellis,11.7,3125,2016-09-10,625000,3,2,1,,2002,-37.8561,145.0962
Burwood,2/22 Scott Gr,t,VB,Jellis,11.7,3125,2016-09-10,780000,3,2,2,160,,-37.8525,145.0973
Burwood,2 Bennett St,h,S,McGrath,11.7,3125,2016-12-10,1342000,3,1,2,690,,-37.8509,145.11700000000005
Burwood,12 Havelock St,h,SP,Buxton,11.7,3125,2016-12-10,1782800,4,2,2,804,,-37.8516,145.1179
Burwood,3 Peacock St,h,S,Buxton,11.7,3125,2017-02-11,1468000,3,1,2,706,,-37.8509,145.1161
Burwood,1/10 McComas Gr,u,PI,Buxton,11.7,3125,2017-03-11,650000,2,1,1,194,1975,-37.8509,145.1119
Burwood,1/34 Cumming St,h,S,Ray,11.7,3125,2016-06-12,1060000,5,3,2,326,2013,-37.8528,145.1129
Burwood,33 Brockhoff Dr,h,S,Buxton,11.7,3125,2016-11-12,1255000,4,2,2,438,2005,-37.8599,145.1101
Burwood,229 Highbury Rd,h,S,Jellis,11.7,3125,2016-08-13,900000,4,1,4,586,1955,-37.856,145.1196
Burwood,2a Iris St,h,S,Noel,11.7,3125,2016-05-14,633000,2,1,1,276,1965,-37.8454,145.0971
Burwood,5 Keogh St,h,SP,Buxton,11.7,3125,2016-05-14,1070500,3,1,2,776,,-37.856,145.1104
Burwood,22 Andrews St,h,S,Noel,11.7,3125,2016-10-15,1175000,3,1,2,661,,-37.8495,145.1282
Burwood,24 Wallace Rd,h,S,Marshall,11.7,3125,2016-10-15,1521000,3,2,2,660,,-37.8474,145.0988
Burwood,29 Meldan St,h,S,Fletchers,11.7,3125,2016-04-16,1350000,2,1,2,593,1950,-37.8444,145.1054
Burwood,1/392 Burwood Hwy,t,S,Allens,11.7,3125,2016-09-17,752000,3,2,2,217,1993,-37.8522,145.1312
Burwood,1/46 Gillard St,h,S,Ray,11.7,3125,2016-09-17,570000,3,1,1,384,1950,-37.8542,145.1138
Burwood,10 Hastings St,h,S,Marshall,11.7,3125,2016-09-17,1460000,3,1,2,742,,-37.8529,145.0962
Burwood,2/3 Havelock St,t,S,Noel,11.7,3125,2016-09-17,745000,3,1,2,228,1998,-37.8521,145.1187
Burwood,4 Iris St,h,S,RW,11.7,3125,2016-09-17,2150000,5,4,2,643,2014,-37.8454,145.0974
Burwood,8/33 McIntyre St,u,S,Buxton,11.7,3125,2016-09-17,746000,3,1,2,308,1995,-37.8505,145.1065
Burwood,19 Puerta St,h,S,Jellis,11.7,3125,2016-09-17,1540000,3,2,2,653,1950,-37.8445,145.1011
Burwood,1/24 Edwards St,t,S,Jellis,11.7,3125,2017-03-18,1145000,3,2,2,329,,-37.8484,145.1013
Burwood,38 Gillard St,h,PI,Fletchers,11.7,3125,2017-03-18,1410000,5,2,1,824,1950,-37.8535,145.1139
Burwood,2/17 Montpellier Rd,u,PI,Noel,11.7,3125,2016-06-18,640000,3,1,1,217,,-37.8562,145.1075
Burwood,18 Murray Dr,h,PI,Jellis,11.7,3125,2016-06-18,1800000,4,2,2,1393,1963,-37.8463,145.102
Burwood,8 Pescott Cl,t,S,Jellis,11.7,3125,2016-06-18,1270000,4,2,2,399,2005,-37.8597,145.1084
Burwood,55 Parer St,t,VB,Noel,11.7,3125,2016-05-22,900000,4,3,2,381,2013,-37.8459,145.1041
Burwood,18 Brockhoff Dr,h,SA,Barry,11.7,3125,2016-09-24,1250000,4,2,2,499,2005,-37.8593,145.1101
Burwood,6 Alimar Ct,h,S,Buxton,11.7,3125,2016-06-27,1410000,4,2,3,739,1970,-37.8552,145.1292
Burwood,1/26 Peacock St,h,S,Buxton,11.7,3125,2016-06-27,1100000,5,2,1,544,,-37.8525,145.1154
Burwood,2 Octavia Ct,h,S,Woodards,11.7,3125,2016-11-27,1485000,4,2,2,662,,-37.8601,145.1007
Burwood,16 Renown St,h,S,Buxton,11.7,3125,2016-11-27,2068000,3,1,1,1101,,-37.8529,145.1222
Burwood,10 Goold St,h,VB,Noel,11.7,3125,2016-05-28,1000000,3,1,1,589,,-37.855,145.118
Burwood,1/54 McIntyre St,u,PI,Lindellas,11.7,3125,2016-05-28,800000,4,2,1,,1950,-37.8507,145.109
Burwood,3/124 Highbury Rd,t,S,Barry,11.7,3125,2016-08-28,702000,3,2,1,170,2001,-37.8554,145.1089
Camberwell,28 Brinsley Rd,h,S,Jellis,7.8,3124,2016-09-03,2650000,4,2,1,652,1890,-37.8286,145.0686
Camberwell,2/1 Glen Iris Rd,t,S,Marshall,7.8,3124,2016-09-03,1615000,3,1,2,389,,-37.8435,145.0695
Camberwell,1288 Toorak Rd,h,SA,RT,7.8,3124,2016-09-03,3225000,4,3,2,934,,-37.8496,145.0869
Camberwell,1/806 Burke Rd,u,S,Jellis,7.8,3124,2016-12-03,1017000,2,1,2,,1940,-37.8231,145.0585
Camberwell,4/2 Callanish Rd,u,S,Noel,7.8,3124,2016-12-03,729000,2,1,1,137,1970,-37.8459,145.088
Camberwell,49 Christowel St,h,VB,Marshall,7.8,3124,2016-12-03,2600000,5,4,1,708,1940,-37.8386,145.067
Camberwell,3/107 Wattle Valley Rd,h,S,Marshall,7.8,3124,2016-12-03,1650000,3,2,2,305,1998,-37.8365,145.0802
Camberwell,22 Netherway St,h,PI,Jellis,7.8,3124,2017-03-04,2860000,5,3,4,753,1940,-37.842,145.0888
Camberwell,1/569 Camberwell Rd,h,SP,Jellis,7.8,3124,2016-06-04,950000,2,1,2,230,1994,-37.8448,145.0723
Camberwell,9/43 Inglesby Rd,u,S,Noel,7.8,3124,2016-06-04,615000,2,1,1,1107,1960,-37.8347,145.05700000000004
Camberwell,89 Radnor St,h,S,Jellis,7.8,3124,2016-06-04,1987000,3,2,2,706,1960,-37.8457,145.0611
Camberwell,3/28 Stodart St,u,S,RT,7.8,3124,2016-06-04,683000,2,1,1,146,1970,-37.8357,145.0697
Camberwell,2 Thomas St,h,PI,hockingstuart,7.8,3124,2016-06-04,1690000,3,2,1,777,1950,-37.8431,145.0962
Camberwell,19/1295 Toorak Rd,u,VB,Jellis,7.8,3124,2016-06-04,430000,2,1,1,,2011,-37.8493,145.0877
Camberwell,3/926 Toorak Rd,u,SP,Noel,7.8,3124,2016-06-04,717000,2,1,1,136,1960,-37.8469,145.0589
Camberwell,1/1 Glen Iris Rd,t,S,Fletchers,7.8,3124,2016-08-06,1300000,3,2,2,342,,-37.8433,145.0695
Camberwell,68 Hunter Rd,h,VB,Fletchers,7.8,3124,2016-05-07,2950000,4,2,4,661,,-37.8382,145.0904
Camberwell,18 Russell St,h,VB,Jellis,7.8,3124,2016-05-07,2600000,4,2,2,600,1897,-37.8237,145.0638
Camberwell,19 Thomas St,h,PI,Marshall,7.8,3124,2016-05-07,2325000,3,2,2,1133,1930,-37.8426,145.0943
Camberwell,3/220 Warrigal Rd,u,SP,LITTLE,7.8,3124,2016-11-07,435000,2,1,1,896,1960,-37.8479,145.0958
Camberwell,2 Oxford St,h,S,hockingstuart,7.8,3124,2016-10-08,892000,2,1,1,335,,-37.8452,145.0959
Camberwell,3/573 Riversdale Rd,t,S,Noel,7.8,3124,2016-09-10,900400,2,1,1,93,,-37.8314,145.0611
Camberwell,12 Brinsley Rd,h,S,Noel,7.8,3124,2016-12-10,2090000,4,2,2,650,,-37.8274,145.0688
Camberwell,3/575 Burke Rd,t,VB,Fletchers,7.8,3124,2016-12-10,1250000,3,2,2,232,,-37.842,145.0542
Camberwell,4 Range St,h,S,Jellis,7.8,3124,2016-06-12,2000000,3,1,2,821,1925,-37.8459,145.0644
Camberwell,163 Through Rd,h,S,Fletchers,7.8,3124,2016-06-12,1302000,3,1,1,427,1938,-37.8367,145.0934
Camberwell,2/37 Donna Buang St,h,S,J,7.8,3124,2016-11-12,1430000,3,2,2,244,,-37.8446,145.06799999999996
Camberwell,13 Grace St,h,SP,Noel,7.8,3124,2016-11-12,1622000,3,1,1,544,1930,-37.8436,145.0581
Camberwell,7/5 Holly St,u,PI,O'Donoghues,7.8,3124,2016-11-12,502000,2,1,1,,1965,-37.8255,145.0592
Camberwell,3/220 Warrigal Rd,u,SP,LITTLE,7.8,3124,2016-11-12,435000,2,1,1,896,1960,-37.8479,145.0958
Camberwell,2/3 Tyrone St,h,VB,Jellis,7.8,3124,2016-08-13,620000,2,1,1,122,1960,-37.8439,145.0718
Camberwell,603 Burke Rd,h,VB,Marshall,7.8,3124,2016-05-14,2000000,5,3,2,801,1920,-37.84,145.0548
Camberwell,3/5 Holly St,u,PI,Jellis,7.8,3124,2016-05-14,591000,3,1,1,,1960,-37.8255,145.0592
Camberwell,46 Athelstan Rd,h,S,Marshall,7.8,3124,2016-10-15,2608000,5,2,4,730,1920,-37.8424,145.0639
Camberwell,6 Gavan St,h,S,Fletchers,7.8,3124,2016-10-15,1780000,3,1,1,769,1930,-37.8482,145.0949
Camberwell,4 Ada St,h,S,O'Donoghues,7.8,3124,2016-04-16,2250000,3,2,2,656,2009,-37.841,145.0824
Camberwell,591 Camberwell Rd,h,PI,O'Donoghues,7.8,3124,2016-04-16,895000,2,1,1,424,1930,-37.8465,145.0743
Camberwell,5 Cooloongatta Rd,h,SP,Marshall,7.8,3124,2016-04-16,1800000,3,2,0,584,1920,-37.8349,145.0758
Camberwell,5 Nicholsdale Rd,h,PI,Jellis,7.8,3124,2016-04-16,1400000,4,0,0,693,1935,-37.836,145.0914
Camberwell,2/564 Riversdale Rd,u,S,Bekdon,7.8,3124,2016-07-16,693000,2,1,1,84,,-37.832,145.0599
Camberwell,2/25 Hazel St,u,S,Jellis,7.8,3124,2016-09-17,900000,2,1,1,150,1970,-37.8438,145.066
Camberwell,18 Middle Rd,h,VB,Jellis,7.8,3124,2016-09-17,2700000,5,3,2,802,1994,-37.8442,145.0578
Camberwell,8/1277 Toorak Rd,u,PI,Ross,7.8,3124,2016-09-17,530000,2,1,1,,1960,-37.8491,145.086
Camberwell,4/17 Hazel St,u,PI,Noel,7.8,3124,2017-03-18,805000,2,2,2,188,,-37.8442,145.0668
Camberwell,15 Hollsmoor Rd,h,S,Jellis,7.8,3124,2017-03-18,2228000,4,2,2,813,1960,-37.8405,145.0903
Camberwell,4/1 Through Rd,t,S,Ray,7.8,3124,2017-03-18,930000,3,2,2,132,1970,-37.8489,145.088
Camberwell,2/1021 Toorak Rd,u,S,Jellis,7.8,3124,2017-03-18,590000,2,1,1,,,-37.847,145.0672
Camberwell,37 Victoria Rd,h,S,Jellis,7.8,3124,2017-03-18,4760000,4,2,2,903,,-37.8238,145.0624
Camberwell,6 Wilson Gr,h,S,Lindellas,7.8,3124,2017-03-18,1602500,3,1,1,405,1930,-37.8448,145.071
Camberwell,16 Joffre St,t,SP,hockingstuart,7.8,3124,2016-06-18,1515000,3,2,2,318,,-37.8447,145.0916
Camberwell,9a Russell St,h,PI,Marshall,7.8,3124,2016-06-18,1800000,2,1,4,368,,-37.8233,145.0644
Camberwell,6/11 Seymour Gr,u,PI,Fletchers,7.8,3124,2016-05-22,530000,2,1,1,,,-37.8361,145.0599
Camberwell,6/68 Brinsley Rd,u,S,Buxton,7.8,3124,2016-08-22,558000,2,1,1,,,-37.8316,145.06799999999996
Camberwell,2/13 Glyndon Rd,h,S,Kay,7.8,3124,2016-08-22,1185000,2,2,2,259,,-37.8357,145.0786
Camberwell,13 Smith Rd,h,S,Kay,7.8,3124,2016-08-22,2177000,3,1,2,635,1920,-37.8454,145.0707
Camberwell,14 Hollsmoor Rd,h,S,Noel,7.8,3124,2016-09-24,2155000,3,1,1,891,,-37.8408,145.0905
Camberwell,68 Bowen St,h,S,Jellis,7.8,3124,2017-02-25,3400000,3,2,4,877,1960,-37.8437,145.0623
Camberwell,64A Christowel St,h,S,Noel,7.8,3124,2017-02-25,1470000,2,1,2,400,,-37.8393,145.0662
Camberwell,2/23 Hazel St,u,S,Jellis,7.8,3124,2017-02-25,820000,2,1,1,166,1969,-37.8439,145.0662
Camberwell,26 Hunter Rd,h,S,Fletchers,7.8,3124,2017-02-25,2105000,3,1,2,692,1940,-37.8379,145.0849
Camberwell,6 Judd St,t,S,Jellis,7.8,3124,2017-02-25,1625000,3,2,2,283,1990,-37.8362,145.064
Camberwell,638 Riversdale Rd,h,VB,Jellis,7.8,3124,2017-02-25,1750000,3,2,3,780,,-37.8328,145.0679
Camberwell,16A Waterloo St,h,S,Kay,7.8,3124,2017-02-25,3300000,3,3,2,417,2016,-37.831,145.0621
Camberwell,1/3 Crescent Rd,u,S,Woodards,7.8,3124,2016-06-27,667000,2,1,1,83,1960,-37.8355,145.0633
Camberwell,30 Smith Rd,h,SP,Marshall,7.8,3124,2016-06-27,2800000,5,3,2,805,,-37.8459,145.0721
Camberwell,22 Avenue Rd,h,PI,Jellis,7.8,3124,2016-11-27,1175000,2,1,1,246,,-37.8336,145.0612
Camberwell,3/595 Burke Rd,t,S,hockingstuart,7.8,3124,2016-11-27,775000,2,2,1,103,,-37.8406,145.0545
Camberwell,16 Callanish Rd,h,S,Marshall,7.8,3124,2016-11-27,2220000,3,2,2,850,,-37.8456,145.0865
Camberwell,29 Kalang Rd,h,S,Jellis,7.8,3124,2016-11-27,2015000,4,1,4,772,1920,-37.8441,145.0806
Camberwell,1/28 Nevis St,u,S,Marshall,7.8,3124,2016-11-27,700000,2,1,1,631,1970,-37.8434,145.08100000000005
Camberwell,808 Riversdale Rd,h,S,Garvey,7.8,3124,2016-11-27,1700000,3,1,1,970,,-37.8344,145.0818
Camberwell,25 Russell St,h,S,Marshall,7.8,3124,2016-11-27,3225000,4,3,1,632,1890,-37.8244,145.064
Camberwell,2/22 Seymour Gr,u,S,Garvey,7.8,3124,2016-11-27,810000,2,1,1,,,-37.8357,145.0595
Camberwell,44 Athelstan Rd,h,SP,Weast,7.8,3124,2016-05-28,3320000,5,4,2,741,2009,-37.8422,145.064
Camberwell,2 Hazel St,h,PI,Marshall,7.8,3124,2016-05-28,2125000,5,3,2,603,1980,-37.8437,145.069
Camberwell,91 Radnor St,h,S,Jellis,7.8,3124,2016-05-28,2030000,4,2,2,686,1960,-37.8458,145.0611
Camberwell,612 Riversdale Rd,h,PI,RT,7.8,3124,2016-05-28,2750000,4,3,1,,1912,-37.8325,145.0649
Camberwell,532 Burke Rd,h,VB,Noel,7.8,3124,2016-08-28,2000000,4,3,4,697,1980,-37.836,145.056
Camberwell,4/26 Cornell St,h,S,Fletchers,7.8,3124,2016-08-28,706000,2,1,1,95,1960,-37.8399,145.0912
Camberwell,9 Derby St,h,PI,Marshall,7.8,3124,2016-08-28,2250000,5,5,1,639,2010,-37.8303,145.0668
Camberwell,20 Kirkwood Dr,h,S,Fletchers,7.8,3124,2016-08-28,2740000,5,2,2,643,2005,-37.8421,145.0719
Canterbury,18 Irilbarra Rd,h,S,Marshall,9.0,3126,2016-09-03,2950000,4,2,2,687,1935,-37.8186,145.0706
Canterbury,33 Myrtle Rd,h,S,Marshall,9.0,3126,2016-12-03,1587500,3,1,1,459,1920,-37.8265,145.072
Canterbury,1/17 Chatham Rd,t,PI,Noel,9.0,3126,2017-03-04,1550000,4,2,4,318,,-37.822,145.0864
Canterbury,1/28 Milton St,h,S,Jellis,9.0,3126,2017-03-04,765000,2,1,1,543,,-37.8295,145.0774
